Geneid	Length
FBgn0263340	663
FBgn0261580	1281
FBgn0262824	1281
FBgn0261581	928
FBgn0050447	812
FBgn0034478	554
FBgn0265833	742
FBgn0265834	629
FBgn0034479	3178
FBgn0050212	73
FBgn0053538	73
FBgn0034480	1325
FBgn0265839	551
FBgn0265840	201
FBgn0265841	601
FBgn0265842	701
FBgn0265843	1549
FBgn0265844	501
FBgn0004364	5422
FBgn0265845	204
FBgn0265846	219
FBgn0265847	352
FBgn0034481	537
FBgn0266764	263
FBgn0034483	1035
FBgn0266972	706
FBgn0011869	71
FBgn0034484	2041
FBgn0011870	71
FBgn0265835	351
FBgn0265836	401
FBgn0034485	2319
FBgn0034486	753
FBgn0034487	2572
FBgn0034488	1984
FBgn0034489	1625
FBgn0034490	1753
FBgn0025720	1796
FBgn0034491	3851
FBgn0005655	1070
FBgn0003114	616
FBgn0010411	612
FBgn0264360	291
FBgn0034493	5102
FBgn0034494	2790
FBgn0034495	1429
FBgn0034496	2708
FBgn0034497	1499
FBgn0034498	5174
FBgn0085228	694
FBgn0034499	1259
FBgn0026136	912
FBgn0265849	451
FBgn0265850	801
FBgn0265851	801
FBgn0265852	401
FBgn0034500	1688
FBgn0034501	3860
FBgn0265853	701
FBgn0034502	1717
FBgn0027529	4552
FBgn0034503	963
FBgn0034504	2972
FBgn0034505	695
FBgn0034506	1951
FBgn0042198	549
FBgn0034507	960
FBgn0086604	5508
FBgn0265854	1400
FBgn0034509	557
FBgn0043534	823
FBgn0043535	558
FBgn0265855	501
FBgn0265856	701
FBgn0265857	301
FBgn0265858	301
FBgn0265859	501
FBgn0265860	201
FBgn0034510	418
FBgn0265861	357
FBgn0034511	515
FBgn0050151	962
FBgn0265862	1103
FBgn0050154	507
FBgn0034512	1530
FBgn0034513	1626
FBgn0034514	440
FBgn0034515	482
FBgn0265863	601
FBgn0050148	1064
FBgn0050145	411
FBgn0043536	1488
FBgn0034517	1488
FBgn0034518	1631
FBgn0034519	1631
FBgn0034520	2030
FBgn0034521	2822
FBgn0265864	375
FBgn0263000	487
FBgn0028622	2059
FBgn0262436	89
FBgn0262402	84
FBgn0262450	66
FBgn0262441	71
FBgn0262211	112
FBgn0262227	96
FBgn0262334	92
FBgn0034523	682
FBgn0267791	2571
FBgn0262370	88
FBgn0050147	3383
FBgn0034527	2075
FBgn0034528	2460
FBgn0034529	4602
FBgn0034530	3135
FBgn0250850	4123
FBgn0034532	1917
FBgn0034534	646
FBgn0034535	752
FBgn0061361	1245
FBgn0061362	1245
FBgn0034537	1584
FBgn0034540	3660
FBgn0034538	1288
FBgn0034539	656
FBgn0050155	72
FBgn0050211	72
FBgn0034541	782
FBgn0034542	2874
FBgn0000615	3290
FBgn0034543	2414
FBgn0041240	1251
FBgn0265870	501
FBgn0034545	834
FBgn0040726	3598
FBgn0265871	501
FBgn0034546	1633
FBgn0085230	1155
FBgn0085231	1091
FBgn0265876	1451
FBgn0034548	1604
FBgn0263848	615
FBgn0263849	1023
FBgn0263850	1239
FBgn0265877	401
FBgn0263741	1023
FBgn0263742	907
FBgn0263760	903
FBgn0263743	676
FBgn0034551	814
FBgn0011674	3887
FBgn0016984	4106
FBgn0265878	966
FBgn0034552	1691
FBgn0034553	1802
FBgn0034554	1294
FBgn0040653	767
FBgn0067905	223
FBgn0050295	3121
FBgn0034558	947
FBgn0015524	3368
FBgn0262690	1495
FBgn0034560	1098
FBgn0020617	3267
FBgn0000044	1724
FBgn0065059	96
FBgn0053704	723
FBgn0008636	1798
FBgn0034563	766
FBgn0083951	418
FBgn0034564	474
FBgn0034565	1152
FBgn0034566	3072
FBgn0034567	2547
FBgn0034568	3486
FBgn0034569	1809
FBgn0261394	973
FBgn0034570	7429
FBgn0050291	1655
FBgn0001133	1894
FBgn0034572	2998
FBgn0034573	1853
FBgn0050296	2938
FBgn0034576	712
FBgn0266641	689
FBgn0003391	6400
FBgn0034577	1918
FBgn0034578	711
FBgn0034579	682
FBgn0034580	1448
FBgn0050293	1648
FBgn0022700	1473
FBgn0034582	1161
FBgn0265914	1186
FBgn0034583	1160
FBgn0265915	1147
FBgn0003748	4369
FBgn0034585	2319
FBgn0085425	4420
FBgn0011824	957
FBgn0015721	2523
FBgn0034588	2312
FBgn0020312	3572
FBgn0002736	1103
FBgn0034590	5198
FBgn0034592	732
FBgn0021872	2142
FBgn0026582	1347
FBgn0034595	617
FBgn0050389	5067
FBgn0050206	72
FBgn0011871	71
FBgn0050208	72
FBgn0034598	4662
FBgn0034599	1081
FBgn0261067	588
FBgn0261850	2797
FBgn0003162	2152
FBgn0034601	821
FBgn0053539	72
FBgn0050209	72
FBgn0011872	71
FBgn0003891	8830
FBgn0034602	1630
FBgn0265191	4135
FBgn0265180	2299
FBgn0027073	1754
FBgn0034605	1899
FBgn0034606	5044
FBgn0085426	4659
FBgn0050391	1538
FBgn0050393	1216
FBgn0085232	535
FBgn0034611	2814
FBgn0034612	4426
FBgn0050392	1141
FBgn0050390	1177
FBgn0016726	389
FBgn0034614	1131
FBgn0261554	7929
FBgn0265937	936
FBgn0266642	752
FBgn0034617	1987
FBgn0034618	5491
FBgn0250824	2168
FBgn0050394	3055
FBgn0020306	13020
FBgn0086023	106
FBgn0082972	132
FBgn0082971	141
FBgn0086669	144
FBgn0086024	109
FBgn0082963	150
FBgn0082970	133
FBgn0083018	138
FBgn0082969	132
FBgn0083017	133
FBgn0082968	132
FBgn0083016	138
FBgn0086025	107
FBgn0083046	159
FBgn0083045	155
FBgn0086026	74
FBgn0065102	35
FBgn0034622	2947
FBgn0034623	883
FBgn0034624	1033
FBgn0000395	4329
FBgn0034626	1100
FBgn0034627	1613
FBgn0034628	2552
FBgn0034629	2252
FBgn0010415	4202
FBgn0026369	4621
FBgn0010470	1800
FBgn0034631	2753
FBgn0043070	4600
FBgn0034634	2179
FBgn0050288	965
FBgn0050289	1164
FBgn0003731	6947
FBgn0265938	601
FBgn0050286	967
FBgn0050287	955
FBgn0069056	879
FBgn0260477	822
FBgn0034636	2758
FBgn0050222	1648
FBgn0053225	1095
FBgn0266643	592
FBgn0034638	2112
FBgn0262888	718
FBgn0034639	1143
FBgn0042180	2937
FBgn0000326	1844
FBgn0016641	5069
FBgn0034641	5346
FBgn0260720	2463
FBgn0034642	1809
FBgn0034643	3322
FBgn0034644	4426
FBgn0050284	1180
FBgn0264327	871
FBgn0034645	606
FBgn0034646	1189
FBgn0034647	1846
FBgn0265961	702
FBgn0259708	1930
FBgn0259709	1930
FBgn0259710	640
FBgn0259711	908
FBgn0259727	2259
FBgn0034649	2320
FBgn0259726	2320
FBgn0259725	2320
FBgn0034650	1235
FBgn0034651	1146
FBgn0050263	6868
FBgn0034654	853
FBgn0003687	1387
FBgn0050285	575
FBgn0034655	1362
FBgn0027360	762
FBgn0260223	691
FBgn0050290	1206
FBgn0260222	1206
FBgn0266346	3399
FBgn0010228	1604
FBgn0004362	1965
FBgn0265962	551
FBgn0050403	1268
FBgn0050404	1881
FBgn0050398	1029
FBgn0034657	2915
FBgn0265963	701
FBgn0034658	569
FBgn0264715	1000
FBgn0264714	701
FBgn0264716	300
FBgn0050395	2870
FBgn0034659	1201
FBgn0034660	1729
FBgn0085233	486
FBgn0042098	1179
FBgn0034661	1510
FBgn0046297	889
FBgn0034662	9183
FBgn0054040	980
FBgn0034663	687
FBgn0034664	788
FBgn0034665	1194
FBgn0050407	72
FBgn0050406	72
FBgn0034666	1115
FBgn0034667	1990
FBgn0085397	5249
FBgn0025573	1182
FBgn0263999	1508
FBgn0034670	898
FBgn0263324	423
FBgn0034671	604
FBgn0085398	1806
FBgn0054029	460
FBgn0034674	2785
FBgn0041237	1239
FBgn0041238	1406
FBgn0041239	1188
FBgn0050401	1258
FBgn0085399	4425
FBgn0034681	823
FBgn0005778	1279
FBgn0034683	1215
FBgn0034684	1692
FBgn0265192	2451
FBgn0265184	1490
FBgn0034687	1562
FBgn0034688	1776
FBgn0034689	1597
FBgn0067102	3394
FBgn0034691	4764
FBgn0034692	1755
FBgn0263250	1138
FBgn0265046	491
FBgn0034693	3773
FBgn0034694	2412
FBgn0243516	5242
FBgn0050280	1110
FBgn0050281	1007
FBgn0002715	1703
FBgn0034697	2721
FBgn0029147	1876
FBgn0085234	960
FBgn0000008	5414
FBgn0034700	401
FBgn0029084	1313
FBgn0085235	857
FBgn0034703	1663
FBgn0034704	2392
FBgn0266644	1705
FBgn0034705	1223
FBgn0034706	1664
FBgn0034707	2755
FBgn0034708	3369
FBgn0034709	2171
FBgn0086027	106
FBgn0266925	1427
FBgn0034710	1713
FBgn0283480	1762
FBgn0034712	2182
FBgn0034713	1280
FBgn0025186	3008
FBgn0050278	1164
FBgn0050277	2163
FBgn0034715	2090
FBgn0034716	3138
FBgn0265976	501
FBgn0020307	4933
FBgn0263341	679
FBgn0034717	3378
FBgn0034718	3391
FBgn0265979	534
FBgn0013272	4916
FBgn0265977	1742
FBgn0085236	526
FBgn0017482	1959
FBgn0016053	1212
FBgn0085237	380
FBgn0034720	5669
FBgn0034721	569
FBgn0265980	942
FBgn0034722	3161
FBgn0266866	745
FBgn0025878	1977
FBgn0034723	2977
FBgn0265978	447
FBgn0034724	1303
FBgn0265981	301
FBgn0034725	1652
FBgn0053200	759
FBgn0022984	1729
FBgn0034726	740
FBgn0022986	2713
FBgn0022985	3206
FBgn0266645	602
FBgn0034727	1440
FBgn0034728	4072
FBgn0034729	1190
FBgn0034730	1710
FBgn0034731	3849
FBgn0266432	2820
FBgn0266433	857
FBgn0034733	3995
FBgn0034734	8425
FBgn0034735	2099
FBgn0003175	10746
FBgn0034736	1955
FBgn0034737	765
FBgn0260866	3553
FBgn0034739	1077
FBgn0266867	640
FBgn0034741	1783
FBgn0034742	4704
FBgn0034743	754
FBgn0086028	67
FBgn0083005	136
FBgn0083004	141
FBgn0083003	136
FBgn0082925	135
FBgn0034744	899
FBgn0034745	3781
FBgn0053143	5674
FBgn0034748	1924
FBgn0019949	1476
FBgn0026261	981
FBgn0034750	1262
FBgn0261596	646
FBgn0040091	1864
FBgn0034753	1177
FBgn0050195	575
FBgn0085475	350
FBgn0085474	527
FBgn0034755	692
FBgn0034740	2523
FBgn0034756	1759
FBgn0050196	496
FBgn0263030	1366
FBgn0263031	1229
FBgn0266806	862
FBgn0034758	2577
FBgn0034759	2577
FBgn0260767	2577
FBgn0260768	873
FBgn0034761	655
FBgn0262141	438
FBgn0266807	481
FBgn0262142	337
FBgn0050269	1234
FBgn0050273	1234
FBgn0040658	1319
FBgn0034763	2242
FBgn0265982	501
FBgn0020257	4033
FBgn0265983	301
FBgn0265984	801
FBgn0265985	1401
FBgn0005631	6791
FBgn0050259	1771
FBgn0034766	1011
FBgn0034768	689
FBgn0034769	691
FBgn0034770	729
FBgn0263992	682
FBgn0050275	4010
FBgn0050268	3761
FBgn0028371	10434
FBgn0259145	8101
FBgn0034774	678
FBgn0050267	1494
FBgn0034776	1569
FBgn0061435	573
FBgn0011211	2252
FBgn0000405	3047
FBgn0086408	4559
FBgn0050271	2550
FBgn0259179	2332
FBgn0050274	2879
FBgn0050272	1699
FBgn0050265	1771
FBgn0034782	1647
FBgn0034783	1543
FBgn0034784	2096
FBgn0034785	1569
FBgn0034786	5665
FBgn0010078	542
FBgn0001263	2331
FBgn0004896	2228
FBgn0034788	1918
FBgn0267025	595
FBgn0034789	3556
FBgn0034791	888
FBgn0034792	2943
FBgn0034793	1067
FBgn0267823	1116
FBgn0034795	4682
FBgn0034796	1183
FBgn0034797	5866
FBgn0050187	1606
FBgn0010660	5334
FBgn0261564	4472
FBgn0034800	1773
FBgn0034802	2509
FBgn0034803	986
FBgn0034804	1770
FBgn0261584	2918
FBgn0283547	76
FBgn0052835	1223
FBgn0266007	201
FBgn0052834	1752
FBgn0052833	1062
FBgn0263551	109
FBgn0261706	1114
FBgn0003900	2388
FBgn0034807	920
FBgn0034808	2043
FBgn0261705	3453
FBgn0265187	2963
FBgn0265188	468
FBgn0010622	1174
FBgn0034814	1460
FBgn0261363	2228
FBgn0021979	2411
FBgn0050201	82
FBgn0050202	82
FBgn0003062	1318
FBgn0065073	140
FBgn0034816	1755
FBgn0034817	2230
FBgn0263707	336
FBgn0045483	1104
FBgn0045482	1101
FBgn0034819	388
FBgn0034820	989
FBgn0034821	1384
FBgn0034822	422
FBgn0261614	488
FBgn0041235	1194
FBgn0041236	1173
FBgn0266008	977
FBgn0266009	677
FBgn0034824	2120
FBgn0265648	474
FBgn0265649	401
FBgn0034825	1209
FBgn0050192	373
FBgn0034826	1262
FBgn0034827	2499
FBgn0262843	455
FBgn0034829	2988
FBgn0034828	505
FBgn0085400	5760
FBgn0034833	1103
FBgn0034834	1410
FBgn0034835	1302
FBgn0040063	1249
FBgn0034837	1232
FBgn0034838	1219
FBgn0034839	528
FBgn0003009	3915
FBgn0034840	1206
FBgn0034841	1532
FBgn0266010	701
FBgn0034842	1107
FBgn0263084	338
FBgn0050412	1160
FBgn0050416	1852
FBgn0034844	2848
FBgn0050417	843
FBgn0050413	526
FBgn0046253	3171
FBgn0034846	1134
FBgn0085239	565
FBgn0050409	899
FBgn0050410	1259
FBgn0034849	948
FBgn0034850	730
FBgn0265053	484
FBgn0085452	533
FBgn0085453	915
FBgn0003977	5867
FBgn0034853	4537
FBgn0034854	5084
FBgn0040660	637
FBgn0041712	1751
FBgn0034856	1341
FBgn0266011	695
FBgn0050414	1094
FBgn0250838	929
FBgn0034858	2174
FBgn0028497	3698
FBgn0034859	3990
FBgn0034860	1574
FBgn0050411	1237
FBgn0034861	1445
FBgn0026384	1140
FBgn0264339	5891
FBgn0034863	695
FBgn0034865	1499
FBgn0034866	1399
FBgn0034867	436
FBgn0264336	502
FBgn0264337	400
FBgn0034869	1052
FBgn0034870	870
FBgn0264338	698
FBgn0034871	849
FBgn0015372	1648
FBgn0261786	3845
FBgn0000241	2738
FBgn0050181	1608
FBgn0041233	1200
FBgn0041234	1221
FBgn0050185	739
FBgn0034876	1769
FBgn0034877	593
FBgn0034878	2987
FBgn0010501	1749
FBgn0034879	1137
FBgn0034880	3207
FBgn0015277	3164
FBgn0050184	808
FBgn0015903	3696
FBgn0260761	1001
FBgn0260762	970
FBgn0067903	739
FBgn0260455	739
FBgn0262845	370
FBgn0034882	938
FBgn0034883	1239
FBgn0034884	902
FBgn0034885	1804
FBgn0004795	4477
FBgn0266646	637
FBgn0266377	8459
FBgn0034887	1206
FBgn0265052	2276
FBgn0011296	741
FBgn0262728	2304
FBgn0050183	5461
FBgn0016762	1230
FBgn0034893	783
FBgn0034894	2160
FBgn0013548	2653
FBgn0011297	1704
FBgn0002174	2070
FBgn0266865	771
FBgn0034897	4760
FBgn0034898	1139
FBgn0266864	628
FBgn0263543	109
FBgn0000562	4515
FBgn0034899	918
FBgn0083941	574
FBgn0034900	580
FBgn0034901	581
FBgn0034902	703
FBgn0034903	5550
FBgn0034904	614
FBgn0050177	1529
FBgn0034906	531
FBgn0034907	1334
FBgn0010278	2507
FBgn0034908	2163
FBgn0028411	540
FBgn0266042	2349
FBgn0034909	2106
FBgn0034911	6361
FBgn0034910	1035
FBgn0086659	154
FBgn0266040	201
FBgn0003401	1694
FBgn0034913	1212
FBgn0034914	1586
FBgn0021895	2209
FBgn0034915	1056
FBgn0267590	1171
FBgn0024234	1686
FBgn0004581	4159
FBgn0034918	983
FBgn0025790	3222
FBgn0025335	1992
FBgn0034919	774
FBgn0025352	1593
FBgn0011236	3070
FBgn0020372	2433
FBgn0025336	1626
FBgn0025334	942
FBgn0034920	920
FBgn0034921	1513
FBgn0262619	2386
FBgn0034923	1809
FBgn0034924	1875
FBgn0034925	1239
FBgn0263667	4608
FBgn0034928	1348
FBgn0015268	1582
FBgn0267588	1309
FBgn0261794	4946
FBgn0266041	402
FBgn0263006	8264
FBgn0034931	1325
FBgn0034933	2566
FBgn0023477	1116
FBgn0001123	2112
FBgn0034935	1490
FBgn0034936	1354
FBgn0034937	1450
FBgn0034938	1340
FBgn0034939	2035
FBgn0034940	1071
FBgn0029105	3007
FBgn0034942	917
FBgn0034943	1454
FBgn0020764	1842
FBgn0085242	518
FBgn0003008	823
FBgn0034945	1070
FBgn0034946	1929
FBgn0002791	2555
FBgn0034948	1597
FBgn0005612	3579
FBgn0283509	1603
FBgn0050178	694
FBgn0034950	3184
FBgn0034951	2113
FBgn0262435	61
FBgn0053519	13261
FBgn0034956	1748
FBgn0034957	2284
FBgn0034958	1767
FBgn0034959	1639
FBgn0266889	1680
FBgn0283494	1065
FBgn0011695	1160
FBgn0061198	584
FBgn0034961	1239
FBgn0050172	756
FBgn0013764	2246
FBgn0034962	2479
FBgn0034963	1082
FBgn0034964	6401
FBgn0011726	735
FBgn0028552	1117
FBgn0003353	3278
FBgn0034965	1770
FBgn0034966	2123
FBgn0285952	807
FBgn0266049	359
FBgn0034968	1154
FBgn0023170	288
FBgn0283666	1278
FBgn0034970	1525
FBgn0034971	2278
FBgn0259209	2839
FBgn0034972	1963
FBgn0034973	500
FBgn0034974	3203
FBgn0086129	4309
FBgn0023081	5108
FBgn0034975	7406
FBgn0034976	6115
FBgn0041706	1788
FBgn0034978	2911
FBgn0264297	2959
FBgn0264299	2959
FBgn0264298	2959
FBgn0041582	4407
FBgn0021875	1306
FBgn0034982	2539
FBgn0266073	499
FBgn0019643	1887
FBgn0260775	1472
FBgn0260770	1472
FBgn0015544	1825
FBgn0034985	5451
FBgn0034986	713
FBgn0259937	3412
FBgn0026169	140
FBgn0082935	84
FBgn0082934	83
FBgn0082933	83
FBgn0082932	83
FBgn0261973	98
FBgn0261974	91
FBgn0266083	7287
FBgn0034988	1530
FBgn0034989	3956
FBgn0034990	4562
FBgn0050419	3812
FBgn0266074	1001
FBgn0050418	2817
FBgn0034994	2151
FBgn0086029	116
FBgn0034996	1882
FBgn0034997	4038
FBgn0034998	1744
FBgn0005636	3502
FBgn0034999	2482
FBgn0263546	101
FBgn0003888	2518
FBgn0266045	1468
FBgn0005638	2786
FBgn0265309	1192
FBgn0004101	4791
FBgn0266047	297
FBgn0266046	1231
FBgn0053537	74
FBgn0035000	855
FBgn0000037	5425
FBgn0266048	1201
FBgn0035001	8230
FBgn0002787	1532
FBgn0010414	3725
FBgn0266439	3221
FBgn0266438	3221
FBgn0259210	4379
FBgn0259729	1177
FBgn0035003	1007
FBgn0035004	1390
FBgn0035005	1340
FBgn0035006	1766
FBgn0035010	3725
FBgn0035007	1515
FBgn0035008	963
FBgn0035009	576
FBgn0035011	525
FBgn0035012	582
FBgn0029501	2455
FBgn0061188	587
FBgn0015300	908
FBgn0017556	1254
FBgn0035014	837
FBgn0284252	4099
FBgn0259185	1774
FBgn0259186	1329
FBgn0259187	1725
FBgn0265154	461
FBgn0035016	3922
FBgn0050169	3291
FBgn0035019	1719
FBgn0035020	1043
FBgn0035021	2863
FBgn0035022	602
FBgn0035023	4686
FBgn0016687	1481
FBgn0035024	3139
FBgn0035025	2351
FBgn0035026	3413
FBgn0035027	2202
FBgn0035028	2395
FBgn0053527	526
FBgn0069913	1497
FBgn0020521	3600
FBgn0035031	975
FBgn0035032	615
FBgn0035033	2218
FBgn0035034	899
FBgn0035035	1099
FBgn0035036	2248
FBgn0259742	1936
FBgn0259707	1001
FBgn0035040	1691
FBgn0035039	2021
FBgn0035041	2896
FBgn0086030	118
FBgn0264328	1952
FBgn0015040	1743
FBgn0035042	994
FBgn0035043	1557
FBgn0035044	780
FBgn0050163	667
FBgn0050161	846
FBgn0035046	701
FBgn0085243	537
FBgn0260456	2070
FBgn0261373	809
FBgn0035047	2008
FBgn0035049	4841
FBgn0035050	2229
FBgn0053988	8297
FBgn0266086	601
FBgn0050421	5225
FBgn0035056	1647
FBgn0035057	1451
FBgn0040666	478
FBgn0035059	1542
FBgn0027590	1398
FBgn0035060	5448
FBgn0086908	3937
FBgn0264876	715
FBgn0025578	394
FBgn0035063	863
FBgn0035064	1540
FBgn0035065	1772
FBgn0041205	1421
FBgn0015801	1781
FBgn0262902	1392
FBgn0028738	755
FBgn0023181	1615
FBgn0035068	519
FBgn0035069	1979
FBgn0262098	783
FBgn0000157	3309
FBgn0035070	1207
FBgn0266087	918
FBgn0265193	1349
FBgn0035073	3322
FBgn0050423	655
FBgn0265182	3629
FBgn0263443	613
FBgn0085442	5904
FBgn0035076	2116
FBgn0085434	15625
FBgn0035078	2769
FBgn0035077	1165
FBgn0066084	320
FBgn0060296	3041
FBgn0043792	3771
FBgn0022343	1258
FBgn0035082	720
FBgn0035083	1593
FBgn0035084	1563
FBgn0035085	1393
FBgn0027599	1757
FBgn0035086	6450
FBgn0266088	1583
FBgn0035087	3420
FBgn0050424	1713
FBgn0285950	1361
FBgn0035088	1006
FBgn0035089	878
FBgn0035090	1726
FBgn0266787	511
FBgn0010435	3522
FBgn0035091	3203
FBgn0265434	7242
FBgn0004055	4114
FBgn0035092	2701
FBgn0001147	2237
FBgn0001148	1649
FBgn0004919	4156
FBgn0050198	72
FBgn0050199	72
FBgn0050200	72
FBgn0266129	5416
FBgn0050430	498
FBgn0262566	897
FBgn0054038	1186
FBgn0259968	399
FBgn0011694	608
FBgn0004181	1529
FBgn0035094	5096
FBgn0001325	4411
FBgn0050429	1060
FBgn0053680	837
FBgn0050428	1219
FBgn0052475	3413
FBgn0262679	879
FBgn0002564	2501
FBgn0265703	757
FBgn0265704	539
FBgn0262680	476
FBgn0264720	670
FBgn0035097	1326
FBgn0040688	608
FBgn0266950	412
FBgn0266951	413
FBgn0266949	346
FBgn0020386	6593
FBgn0267455	842
FBgn0035099	2294
FBgn0263988	2642
FBgn0035101	4099
FBgn0262681	394
FBgn0035102	1117
FBgn0267456	967
FBgn0035103	2151
FBgn0035104	2044
FBgn0083992	1905
FBgn0083976	1732
FBgn0027786	1501
FBgn0035106	11796
FBgn0035107	1739
FBgn0025592	1940
FBgn0024945	1527
FBgn0035109	1337
FBgn0027587	3208
FBgn0035110	929
FBgn0035111	3605
FBgn0063924	307
FBgn0063923	1276
FBgn0035113	4046
FBgn0035112	512
FBgn0053229	1754
FBgn0262109	5485
FBgn0262035	564
FBgn0085483	603
FBgn0085482	705
FBgn0000541	10072
FBgn0052476	2091
FBgn0024806	5932
FBgn0035120	853
FBgn0035121	3411
FBgn0263470	311
FBgn0083014	151
FBgn0035122	1092
FBgn0085292	258
FBgn0027111	1997
FBgn0029002	1508
FBgn0052845	1972
FBgn0035124	1513
FBgn0264707	13467
FBgn0004373	7436
FBgn0284444	633
FBgn0052344	2694
FBgn0052343	2354
FBgn0261985	4649
FBgn0035131	2133
FBgn0035132	4166
FBgn0023000	2420
FBgn0035134	1243
FBgn0265574	3346
FBgn0040291	506
FBgn0035137	4064
FBgn0035138	774
FBgn0262139	5502
FBgn0266927	1250
FBgn0264700	706
FBgn0035139	761
FBgn0001316	11717
FBgn0065092	64
FBgn0085296	375
FBgn0085297	373
FBgn0267664	527
FBgn0266593	347
FBgn0266592	459
FBgn0085298	660
FBgn0035140	1184
FBgn0035141	718
FBgn0035142	11604
FBgn0267982	630
FBgn0267458	524
FBgn0035143	1422
FBgn0035144	2825
FBgn0035145	5513
FBgn0035146	2198
FBgn0267457	1459
FBgn0016715	883
FBgn0265706	442
FBgn0261636	944
FBgn0263042	1453
FBgn0263039	15466
FBgn0263342	994
FBgn0262451	81
FBgn0035147	1757
FBgn0035148	1035
FBgn0035149	1103
FBgn0035150	3244
FBgn0035151	2379
FBgn0035152	1780
FBgn0035153	2329
FBgn0035154	1480
FBgn0052483	1382
FBgn0035155	1286
FBgn0260862	1370
FBgn0035157	2193
FBgn0265707	394
FBgn0035158	1945
FBgn0025676	1597
FBgn0035159	1031
FBgn0266960	315
FBgn0264310	428
FBgn0035160	1529
FBgn0052482	72
FBgn0000575	2049
FBgn0052480	74
FBgn0052481	74
FBgn0035161	625
FBgn0265730	1188
FBgn0264475	754
FBgn0266694	2649
FBgn0035162	4329
FBgn0086062	70
FBgn0086063	72
FBgn0086064	84
FBgn0086065	80
FBgn0086066	71
FBgn0086067	75
FBgn0083057	139
FBgn0082973	153
FBgn0083058	148
FBgn0260755	1251
FBgn0260756	1023
FBgn0035164	985
FBgn0035165	1593
FBgn0035166	1330
FBgn0035167	1868
FBgn0035168	6441
FBgn0035169	1210
FBgn0035170	2717
FBgn0035171	3743
FBgn0052479	8436
FBgn0035173	4723
FBgn0263476	221
FBgn0263461	226
FBgn0054056	1303
FBgn0054057	1276
FBgn0267919	441
FBgn0035176	913
FBgn0028999	3208
FBgn0264574	10933
FBgn0267459	703
FBgn0267460	344
FBgn0035179	1456
FBgn0024277	11182
FBgn0267461	1096
FBgn0035181	1130
FBgn0004870	5340
FBgn0025525	5149
FBgn0035186	818
FBgn0035187	2183
FBgn0004431	564
FBgn0040281	2411
FBgn0264272	4747
FBgn0063667	1082
FBgn0035189	1212
FBgn0004425	611
FBgn0004426	242
FBgn0004427	480
FBgn0004428	580
FBgn0004429	615
FBgn0004430	492
FBgn0053965	1026
FBgn0053966	1163
FBgn0267311	231
FBgn0035192	2974
FBgn0035193	1187
FBgn0004378	3871
FBgn0052318	785
FBgn0035194	692
FBgn0283500	2496
FBgn0035196	1083
FBgn0035197	3109
FBgn0035198	3250
FBgn0035199	2634
FBgn0052333	6432
FBgn0262937	2373
FBgn0025682	1600
FBgn0010333	1805
FBgn0035203	1439
FBgn0035204	2569
FBgn0035205	3848
FBgn0035206	1550
FBgn0035207	3835
FBgn0010246	3955
FBgn0035208	966
FBgn0266676	1032
FBgn0011361	842
FBgn0035209	528
FBgn0035210	840
FBgn0035211	1941
FBgn0010786	2556
FBgn0035213	2878
FBgn0267487	6069
FBgn0029514	1618
FBgn0003295	1798
FBgn0052330	72
FBgn0052328	72
FBgn0052329	72
FBgn0011851	72
FBgn0011852	72
FBgn0011853	72
FBgn0052324	72
FBgn0052320	2591
FBgn0011854	72
FBgn0011855	72
FBgn0035216	1952
FBgn0035217	1647
FBgn0035218	2273
FBgn0043865	3219
FBgn0266116	1983
FBgn0004635	3000
FBgn0052319	1211
FBgn0020248	2550
FBgn0028567	751
FBgn0263839	93
FBgn0086670	140
FBgn0043458	3567
FBgn0267462	621
FBgn0028577	4856
FBgn0263471	125
FBgn0261243	4221
FBgn0011204	2801
FBgn0035227	4923
FBgn0053971	1821
FBgn0035228	1907
FBgn0035229	5708
FBgn0052313	752
FBgn0041342	3257
FBgn0267463	453
FBgn0035231	1697
FBgn0035232	2935
FBgn0035233	1487
FBgn0035235	3804
FBgn0035234	1807
FBgn0035236	3706
FBgn0035237	9032
FBgn0035238	1435
FBgn0035240	5663
FBgn0035239	5663
FBgn0035241	5106
FBgn0035243	726
FBgn0267464	706
FBgn0053230	1754
FBgn0035244	2743
FBgn0035245	2685
FBgn0035246	2587
FBgn0013342	4072
FBgn0035247	1240
FBgn0013753	1242
FBgn0025725	4078
FBgn0035248	517
FBgn0035249	1534
FBgn0013755	744
FBgn0267465	988
FBgn0025712	1292
FBgn0035251	1257
FBgn0035252	1281
FBgn0035253	6510
FBgn0035254	1348
FBgn0083121	421
FBgn0082944	86
FBgn0082945	81
FBgn0082946	73
FBgn0026372	1016
FBgn0035255	922
FBgn0035256	2145
FBgn0035260	4532
FBgn0035257	1724
FBgn0035258	1063
FBgn0027594	4757
FBgn0035262	2538
FBgn0035263	1258
FBgn0035264	4131
FBgn0035265	2200
FBgn0035266	2844
FBgn0035267	5093
FBgn0022702	3038
FBgn0035268	2687
FBgn0013811	12090
FBgn0035270	3165
FBgn0265451	1504
FBgn0027903	1387
FBgn0035271	402
FBgn0035272	909
FBgn0250789	8347
FBgn0267484	406
FBgn0024510	4000
FBgn0011573	1611
FBgn0267468	419
FBgn0035273	1242
FBgn0067864	3294
FBgn0025820	849
FBgn0261562	2889
FBgn0267246	890
FBgn0267247	310
