# submitted_item	validated_id	current_symbol
Sec6	FBgn0266671	Sec6
Eip55E	FBgn0000566	Eip55E
CG5482	unknown ID	-
CG30122	FBgn0050122	CG30122
SP2637	unknown ID	-
CG33136	FBgn0053136	CG33136
edl	FBgn0023214	edl
CG42855	FBgn0262102	CG42855
Sik3	FBgn0262103	Sik3
CG15073	FBgn0034379	CG15073
Vps51	FBgn0034380	Vps51
pncr016:2R	unknown ID	-
Hs3st-A	FBgn0053147	Hs3st-A
Cyp12b2	FBgn0034387	Cyp12b2
Jabba	FBgn0259682	Jabba
Mctp	FBgn0034389	Mctp
CR43964	unknown ID	-
CG15093	FBgn0034390	CG15093
CG15080	FBgn0034391	CG15080
MFS15	FBgn0034392	MFS15
MFS14	FBgn0010651	MFS14
CR44468	unknown ID	-
CG15096	FBgn0034394	CG15096
Phb2	FBgn0010551	Phb2
CG15097	FBgn0034396	CG15097
CG15082	FBgn0034397	CG15082
CG15098	FBgn0034398	CG15098
CG15083	FBgn0034399	CG15083
CG15099	FBgn0034400	CG15099
MetRS	FBgn0034401	MetRS
CG15084	FBgn0034402	CG15084
CG18190	FBgn0034403	CG18190
Jheh1	FBgn0010053	Jheh1
Jheh2	FBgn0034405	Jheh2
Jheh3	FBgn0034406	Jheh3
CG43069	FBgn0262479	CG43069
CG43071	FBgn0262481	CG43071
sano	FBgn0034408	sano
prod	FBgn0014269	prod
CG15107	FBgn0041702	CG15107
Topors	FBgn0267351	Topors
CG18605	FBgn0034411	CG18605
5-HT1A	FBgn0004168	5-HT1A
CG15117	FBgn0034417	CG15117
botv	FBgn0027535	botv
CG15118	FBgn0034418	CG15118
CG15111	FBgn0034419	CG15111
ena	FBgn0000578	ena
CR43399	unknown ID	-
CG10737	FBgn0034420	CG10737
hppy	FBgn0263395	hppy
CG7137	FBgn0034422	CG7137
cora	FBgn0010434	cora
wbl	FBgn0004003	wbl
CG11906	FBgn0034425	CG11906
FK506-bp2	unknown ID	-
mip40	FBgn0034430	mip40
Tab2	FBgn0086358	Tab2
CG7461	FBgn0034432	CG7461
EndoB	FBgn0034433	EndoB
Rgk1	FBgn0264753	Rgk1
CG34045	FBgn0054045	CG34045
CG11961	FBgn0034436	CG11961
CG9416	FBgn0034438	CG9416
CG10062	FBgn0034439	CG10062
CG10073	FBgn0034440	CG10073
CG10081	FBgn0034441	CG10081
CG11257	FBgn0034442	CG11257
SdhA	FBgn0261439	SdhA
cer	FBgn0034443	cer
CR45925	unknown ID	-
hts	FBgn0263391	hts
CalpA	FBgn0012051	CalpA
Fak	FBgn0020440	Fak
Spt5	FBgn0040273	Spt5
RpL11	FBgn0013325	RpL11
snoRNA:Psi28S-2444	FBgn0082987	snoRNA:Psi28S-2444
Arl6	FBgn0034446	Arl6
EloC	FBgn0266711	EloC
betaTub56D	FBgn0284243	betaTub56D
CG7744	FBgn0034447	CG7744
mei-W68	FBgn0002716	mei-W68
par-1	FBgn0260934	par-1
TBCB	FBgn0034451	TBCB
Oseg6	FBgn0034452	Oseg6
Rep	FBgn0026378	Rep
hpo	FBgn0261456	hpo
CG15120	FBgn0034454	CG15120
CG16926	FBgn0040732	CG16926
CG11007	FBgn0034455	CG11007
sm	FBgn0003435	sm
CR44474	unknown ID	-
hrg	FBgn0015949	hrg
isopeptidase-T-3	FBgn0028372	isopeptidase-T-3
Obp56e	FBgn0034471	Obp56e
CR45231	unknown ID	-
Toll-7	FBgn0034476	Toll-7
CG8654	FBgn0034479	CG8654
CR44632	unknown ID	-
18w	FBgn0287775	18w
CG11044	FBgn0034484	CG11044
CG13869	FBgn0034486	CG13869
CG11208	FBgn0034488	Hacl
ppk6	FBgn0034489	ppk6
CG9864	FBgn0034490	CG9864
Ate1	FBgn0025720	Ate1
Hsl	FBgn0034491	Hsl
PCNA	FBgn0005655	PCNA
plu	FBgn0003114	plu
RpS18	FBgn0010411	RpS18
CR43812	unknown ID	-
CG8908	FBgn0034493	CG8908
CG10444	FBgn0034494	CG10444
CG11788	FBgn0034495	CG11788
CG9143	FBgn0287774	CG9143
CG9090	unknown ID	-
CG16868	FBgn0034498	CG16868
Cpr56F	FBgn0034499	Cpr56F
CG11200	FBgn0034500	CG11200
CG13868	FBgn0034501	CG13868
tapas	FBgn0027529	tapas
MED8	FBgn0034503	MED8
CG8929	FBgn0034504	CG8929
CG16739	FBgn0034505	CG16739
CG13870	FBgn0034506	CG13870
CG12484	FBgn0086604	side-VIII
CG30151	FBgn0050151	CG30151
CR44651	unknown ID	-
CG30154	FBgn0050154	CG30154
CG18067	unknown ID	-
CG13423	FBgn0034513	CG13423
CG13427	FBgn0034514	CG13427
Mgat1	FBgn0034521	Mgat1
CG43308	FBgn0263000	CG43308
qsm	FBgn0028622	qsm
Nnf1a	FBgn0034523	Nnf1a
HnRNP-K	FBgn0267791	HnRNP-K
Hil	FBgn0050147	Hil
CG9945	FBgn0034527	CG9945
CG11180	FBgn0034528	CG11180
FAM21	FBgn0034529	FAM21
Rcd6	FBgn0034530	Rcd6
rig	FBgn0250850	rig
CG13436	FBgn0034532	CG13436
maf-S	FBgn0034534	maf-S
CG11110	FBgn0034535	CG11110
DMAP1	FBgn0034537	DMAP1
Lrt	FBgn0034540	Lrt
CG16799	FBgn0034538	CG16799
CG13437	FBgn0034541	CG13437
Fem-1	FBgn0034542	Fem-1
exu	FBgn0000615	exu
galla-1	FBgn0034543	galla-1
dpr1	FBgn0040726	dpr1
insc	FBgn0011674	insc
sktl	FBgn0016984	sktl
CG15227	unknown ID	-
IM4	unknown ID	-
IM14	unknown ID	-
Ipk1	FBgn0050295	Ipk1
Cib2	FBgn0034558	Cib2
CG34115	FBgn0083951	CG34115
CG9344	FBgn0034564	CG9344
CG9313	FBgn0034566	CG9313
CG15651	FBgn0034567	CG15651
CG3216	FBgn0034568	CG3216
dgt3	FBgn0034569	dgt3
Prosalpha3	FBgn0261394	Prosalpha3
CG10543	FBgn0034570	CG10543
CG30291	FBgn0050291	CG30291
grau	FBgn0001133	grau
CG9346	FBgn0034572	CG9346
CG3295	unknown ID	-
RIC-3	FBgn0050296	RIC-3
ND-B14.7	FBgn0034576	ND-B14.7
shg	FBgn0003391	shg
cpa	FBgn0034577	cpa
CG15653	FBgn0034578	CG15653
mRpL54	FBgn0034579	mRpL54
Cht8	FBgn0034580	Cht8
Cht12	FBgn0050293	Cht12
Cht4	FBgn0022700	Cht4
Cht9	FBgn0034582	Cht9
CG10527	FBgn0034583	CG10527
CR44704	unknown ID	-
Treh	FBgn0003748	Treh
Rbpn-5	FBgn0034585	Rbpn-5
CG34396	FBgn0085425	CG34396
CG4038	FBgn0011824	CG4038
ktub	FBgn0015721	ktub
CG9394	FBgn0034588	CG9394
CG4050	FBgn0020312	Tmtc3
mago	FBgn0002736	mago
Magi	FBgn0034590	Magi
CG9406	FBgn0034592	CG9406
Xbp1	FBgn0021872	Xbp1
Hmg-2	FBgn0026582	Hmg-2
CG30389	FBgn0050389	CG30389
CG4266	FBgn0034598	CG4266
hng1	FBgn0034599	hng1
LSm1	FBgn0261067	LSm1
Xpd	FBgn0261850	Xpd
Pu	FBgn0003162	Pu
tud	FBgn0003891	tud
Lapsyn	FBgn0034602	Lapsyn
CG44245	FBgn0265180	CG44245
Glycogenin	unknown ID	-
CG4302	FBgn0027073	Ugt49B1
CG15661	unknown ID	-
ASPP	FBgn0034606	ASPP
Rgk3	FBgn0085426	Rgk3
MFS16	FBgn0034611	MFS16
CG10505	FBgn0034612	CG10505
CG30392	FBgn0050392	CG30392
Sgf29	FBgn0050390	Sgf29
RpL29	FBgn0016726	RpL29
CG9752	FBgn0034614	CG9752
CG42672	FBgn0261554	CG42672
CR44724	unknown ID	-
CR45149	unknown ID	-
Panx	FBgn0034617	Panx
CG9485	FBgn0034618	CG9485
CG33655	FBgn0250824	CG33655
CG30394	FBgn0050394	CG30394
dom	FBgn0020306	dom
snoRNA:Psi18S-841a	FBgn0086669	snoRNA:Psi18S-841a
snoRNA:Psi28S-3316d	FBgn0082969	snoRNA:Psi28S-3316d
snoRNA:Psi28S-3316e	FBgn0082968	snoRNA:Psi28S-3316e
snoRNA:Psi18S-841d	FBgn0083016	snoRNA:Psi18S-841d
CG15666	FBgn0034622	BBS9
CG9822	FBgn0034623	CG9822
cv-2	FBgn0000395	cv-2
CG10795	FBgn0034626	CG10795
eEFSec	FBgn0034627	eEFSec
Acox57D-p	FBgn0034628	Acox57D-p
Acox57D-d	FBgn0034629	Acox57D-d
Sdc	FBgn0010415	Sdc
Sara	FBgn0026369	Sara
Fkbp14	FBgn0010470	Fkbp14
TAF1C-like	FBgn0034631	TAF1C-like
MESK2	FBgn0043070	MESK2
CG10494	FBgn0034634	CG10494
CG30289	FBgn0050289	CG30289
Egfr	FBgn0003731	Egfr
CG30286	FBgn0050286	CG30286
CG30287	FBgn0050287	CG30287
CG30283	FBgn0260477	CG30283
twz	FBgn0034636	twz
CG10433	FBgn0034638	CG10433
CG15673	FBgn0034639	CG15673
CG18870	FBgn0042180	CG18870
clt	FBgn0000326	clt
PTP-ER	FBgn0016641	PTP-ER
mahj	FBgn0034641	mahj
CR42547	unknown ID	-
CG15674	FBgn0034642	CG15674
CG10321	FBgn0034643	CG10321
CG10082	FBgn0034644	CG10082
ND-B12	FBgn0034645	ND-B12
Rae1	FBgn0034646	Rae1
pirk	FBgn0034647	pirk
CR44748	unknown ID	-
CG42364	FBgn0259710	CG42364
CG42365	FBgn0259711	CG42365
NC2alpha	FBgn0034650	NC2alpha
stum	FBgn0050263	stum
eIF3k	FBgn0034654	eIF3k
Tbp	FBgn0003687	Tbp
CG30285	FBgn0050285	CG30285
CG10307	FBgn0034655	CG10307
Tim10	FBgn0027360	Tim10
CngB	FBgn0266346	CngB
HmgZ	FBgn0010228	HmgZ
HmgD	FBgn0004362	HmgD
CR44749	unknown ID	-
CG30403	FBgn0050403	CG30403
Tango11	FBgn0050404	Tango11
CG30398	FBgn0050398	CG30398
LBR	FBgn0034657	LBR
lox2	unknown ID	-
CG4377	FBgn0034664	CG4377
Fili	FBgn0085397	Fili
CG9304	FBgn0034674	CG9304
dany	FBgn0050401	dany
CG34370	FBgn0085399	CG34370
Snp	FBgn0265192	Snp
CG44249	FBgn0265184	CG44249
CG11475	FBgn0034687	CG11475
CG11474	FBgn0034688	CG11474
CG2921	FBgn0034689	CG2921
GlcT-1	unknown ID	-
Synj	FBgn0034691	Synj
CG6613	unknown ID	-
Vrp1	FBgn0243516	Vrp1
mei-S332	FBgn0002715	mei-S332
GM130	FBgn0034697	GM130
NtR	FBgn0029147	NtR
a	FBgn0000008	a
CG11269	FBgn0034700	CG11269
gom	FBgn0029084	gom
CG3045	FBgn0034703	CG3045
CG6758	unknown ID	-
CR45151	unknown ID	-
CG11170	FBgn0034705	CG11170
CG11275	FBgn0034706	CG11275
MED16	FBgn0034707	MED16
Vps35	FBgn0034708	Vps35
Swim	FBgn0034709	Swim
snoRNA:Or-CD1	FBgn0086027	snoRNA:Or-CD1
CR45376	unknown ID	-
CG11291	FBgn0034713	CG11291
ari-2	FBgn0025186	ari-2
dve	FBgn0020307	dve
wdp	FBgn0034718	wdp
Gp150	FBgn0013272	Gp150
CG34207	FBgn0085236	CG34207
T3dh	FBgn0017482	T3dh
pgc	FBgn0016053	pgc
CG34208	FBgn0085237	CG34208
Liprin-gamma	FBgn0034720	Liprin-gamma
CR44759	unknown ID	-
Rtf1	FBgn0034722	Rtf1
CR45327	unknown ID	-
wrapper	FBgn0025878	wrapper
CG13506	FBgn0034723	CG13506
CR44757	unknown ID	-
babos	FBgn0034724	babos
CR44760	unknown ID	-
CG6044	FBgn0034725	CG6044
VepD	FBgn0053200	VepD
qkr58E-3	FBgn0022984	qkr58E-3
Mes4	unknown ID	-
qkr58E-1	FBgn0022986	qkr58E-1
qkr58E-2	FBgn0022985	qkr58E-2
mRpS29	FBgn0034727	mRpS29
rad50	FBgn0034728	rad50
CG10344	FBgn0034729	CG10344
ppk12	FBgn0034730	ppk12
CG4752	FBgn0034733	CG4752
CG4554	FBgn0034734	CG4554
CG4610	FBgn0034735	CG4610
px	FBgn0003175	px
gas	FBgn0034736	gas
CG11362	FBgn0034737	CG11362
dnr1	FBgn0260866	dnr1
CG4269	FBgn0034741	CG4269
CG4294	FBgn0034742	CG4294
RpS16	FBgn0034743	RpS16
snoRNA:Psi28S-1175a	FBgn0083005	snoRNA:Psi28S-1175a
snoRNA:Psi28S-1175b	FBgn0083004	snoRNA:Psi28S-1175b
snoRNA:Or-aca1	FBgn0082925	snoRNA:Or-aca1
Vps20	FBgn0034744	Vps20
CG4329	FBgn0034745	CG4329
CG33143	FBgn0053143	CG33143
CG17807	FBgn0034748	CG17807
Cdk9	FBgn0019949	Cdk9
bonsai	FBgn0026261	bonsai
CG3732	FBgn0034750	CG3732
RpS24	FBgn0261596	RpS24
Ugt58Fa	unknown ID	-
CG2852	FBgn0034753	CG2852
CG30195	FBgn0050195	CG30195
CG34446	FBgn0085475	CG34446
CG34445	FBgn0085474	CG34445
CG3746	FBgn0034755	CG3746
nsr	FBgn0034740	nsr
Cyp6d2	FBgn0034756	Cyp6d2
CG30196	FBgn0050196	CG30196
CR45268	unknown ID	-
CG42566	FBgn0260768	CG42566
CG4250	FBgn0034761	CG4250
CG42867	FBgn0262141	CG42867
CR45269	unknown ID	-
CR42868	unknown ID	-
CG13516	FBgn0040658	CG13516
RYBP	FBgn0034763	RYBP
Ppa	FBgn0020257	Ppa
CR44763	unknown ID	-
robo1	FBgn0005631	robo1
CG30259	FBgn0050259	CG30259
jbug	FBgn0028371	jbug
CG42260	FBgn0259145	CG42260
CG13526	FBgn0034774	CG13526
CR30267	FBgn0050267	asRNA:CR30267
blw	FBgn0011211	blw
CycB	FBgn0000405	CycB
stl	FBgn0086408	stl
CG30271	FBgn0050271	CG30271
CG30265	FBgn0050265	CG30265
CG13531	FBgn0034786	CG13531
RpL23	FBgn0010078	RpL23
inaD	FBgn0001263	inaD
fd59A	FBgn0004896	fd59A
CG13532	FBgn0034788	CG13532
PIP5K59B	FBgn0034789	PIP5K59B
EMC8-9	FBgn0034791	EMC8-9
YME1L	FBgn0034792	YME1L
asrij	FBgn0034793	asrij
Gmer	FBgn0267823	Gmer
MED23	FBgn0034795	MED23
CG3700	FBgn0034796	CG3700
nahoda	FBgn0034797	nahoda
CG30187	FBgn0050187	CG30187
Nup214	FBgn0010660	Nup214
Reep1	unknown ID	-
CG3788	FBgn0034800	CG3788
CG3800	FBgn0034802	CNBP
CG9849	FBgn0034803	CG9849
CG3831	FBgn0034804	CG3831
CG42694	FBgn0261584	CG42694
CG9897	FBgn0034807	CG9897
CG9896	FBgn0034808	CG9896
CG42741	FBgn0261705	CG42741
DCTN3-p24	FBgn0010622	DCTN3-p24
CG9890	FBgn0034814	CG9890
PPO3	FBgn0261363	PPO3
l(2)k09913	FBgn0021979	l(2)k09913
Fib	FBgn0003062	Fib
CG3085	FBgn0034816	CG3085
Art7	FBgn0034817	Art7
RpL37b	FBgn0034822	RpL37b
CG13545	FBgn0034828	CG13545
CG34371	FBgn0085400	side-V
LS2	FBgn0034834	LS2
RpL22-like	FBgn0034837	RpL22-like
CG12782	FBgn0034838	CG12782
CG13540	FBgn0034839	CG13540
ord	FBgn0003009	ord
HP1Lcsd	FBgn0263084	HP1Lcsd
CG9861	FBgn0034844	CG9861
CG3502	FBgn0046253	CG3502
CG34210	FBgn0085239	CG34210
CR30409	FBgn0050409	CR30409
Rpi	FBgn0050410	Rpi
CG3500	FBgn0034849	CG3500
CG9875	FBgn0034850	CG9875
CR44168	unknown ID	-
CG34423	FBgn0085452	CG34423
CG34424	FBgn0085453	Mthfs
vir	FBgn0003977	vir
Ice1	FBgn0034853	Ice1
Golgin245	FBgn0034854	Golgin245
CG13551	FBgn0040660	CG13551
yellow-d	FBgn0041712	yellow-d
yellow-d2	FBgn0034856	yellow-d2
CR44784	unknown ID	-
CG30414	FBgn0050414	CG30414
roh	FBgn0250838	roh
eIF2Bdelta	FBgn0034858	eIF2Bdelta
CG3530	FBgn0028497	Mtmr6
CG3520	FBgn0034859	CG3520
CG9812	FBgn0034860	CG9812
CG9815	FBgn0034861	CG9815
CG43795	FBgn0264339	CG43795
RabX1	FBgn0015372	RabX1
mi	FBgn0261786	mi
bw	FBgn0000241	bw
ppk3	FBgn0050181	ppk3
Gr59e	FBgn0041233	Gr59e
Gr59f	FBgn0041234	Gr59f
AIMP3	FBgn0050185	AIMP3
wmd	FBgn0034876	wmd
levy	FBgn0034877	levy
pita	FBgn0034878	pita
Dcp-1	FBgn0010501	Dcp-1
Rrp4	FBgn0034879	Rrp4
ItgaPS5	FBgn0034880	ItgaPS5
Pi3K59F	FBgn0015277	Pi3K59F
CG30184	FBgn0050184	CG30184
apt	FBgn0015903	apt
Eglp2	FBgn0034883	Eglp2
retn	FBgn0004795	retn
Pde8	FBgn0266377	Pde8
St1	FBgn0034887	St1
St3	FBgn0265052	St3
Pal2	FBgn0262728	Pal2
CG30183	FBgn0050183	CG30183
angel	FBgn0016762	angel
mRpL43	FBgn0034893	mRpL43
sigmar	FBgn0034894	sigmar
l(2)dtl	FBgn0013548	l(2)dtl
l(2)not	unknown ID	-
l(2)tid	unknown ID	-
CR45326	unknown ID	-
Sesn	FBgn0034897	Sesn
egl	FBgn0000562	egl
CG5532	FBgn0034902	CG5532
sona	FBgn0034903	sona
CG15800	FBgn0034904	CG15800
CG13561	FBgn0034906	CG13561
Ssrp	FBgn0010278	Ssrp
CG5543	FBgn0034908	CG5543
Nxt1	FBgn0028411	Nxt1
CG4797	unknown ID	-
CR44807	unknown ID	-
snoRNA:Psi18S-176	FBgn0086659	snoRNA:Psi18S-176
shu	FBgn0003401	shu
Snap29	FBgn0034913	Snap29
CG5554	FBgn0034914	CG5554
ytr	FBgn0021895	ytr
eIF6	FBgn0034915	eIF6
CR45928	unknown ID	-
gbb	FBgn0024234	gbb
bgcn	FBgn0004581	bgcn
Pym	FBgn0034918	Pym
TBPH	FBgn0025790	TBPH
CG4585	unknown ID	-
CG5569	FBgn0034919	CG5569
Thiolase	unknown ID	-
ken	FBgn0011236	ken
TM4SF	FBgn0020372	TM4SF
CG4882	FBgn0025336	CG4882
CG5597	FBgn0034920	CG5597
DCP1	FBgn0034921	DCP1
DNA-ligI	unknown ID	-
Upf3	FBgn0034923	Upf3
CG17658	FBgn0034924	CG17658
CG5339	FBgn0034925	CG5339
Lpt	FBgn0263667	Lpt
CG13562	FBgn0034928	CG13562
Nap1	FBgn0015268	Nap1
CR45926	unknown ID	-
kcc	FBgn0261794	kcc
CR44806	unknown ID	-
SERCA	FBgn0263006	SERCA
CG2812	FBgn0034931	CG2812
CG3735	FBgn0034933	CG3735
Taldo	FBgn0023477	Taldo
Galphas	FBgn0001123	Galphas
Orcokinin	FBgn0034935	Orcokinin
CG2970	unknown ID	-
fzr2	FBgn0034937	fzr2
CG3803	FBgn0034938	CG3803
thoc5	FBgn0034939	thoc5
CG16787	FBgn0034940	CG16787
alpha-catenin-related	unknown ID	-
CG13566	FBgn0034942	CG13566
Fmo-1	FBgn0034943	Fmo-1
Alas	FBgn0020764	Alas
CG34213	FBgn0085242	CG34213
or	FBgn0003008	or
CG10904	FBgn0034945	CG10904
CG3065	FBgn0034946	CG3065
mr	FBgn0002791	mr
PPP1R15	FBgn0034948	PPP1R15
Sox14	FBgn0005612	Sox14
Phm	FBgn0283509	Phm
Pask	FBgn0034950	Pask
CG3860	FBgn0034951	CG3860
Unc-89	FBgn0053519	Unc-89
CG4324	FBgn0034956	CG4324
CG3121	FBgn0034957	Rsph4a
CG3907	FBgn0034958	CG3907
CG11388	FBgn0034959	Xxylt
CR45350	unknown ID	-
Adk2	FBgn0036337	Adk2
EbpIII	FBgn0011695	EbpIII
HSPC300	FBgn0061198	HSPC300
CG3163	FBgn0034961	CG3163
CG30172	FBgn0050172	CG30172
Chi	FBgn0013764	Chi
MAN1	FBgn0034962	MAN1
Not11	FBgn0034963	Not11
IntS1	FBgn0034964	IntS1
tsr	FBgn0011726	tsr
gammaSnap1	FBgn0028552	gammaSnap1
sei	FBgn0003353	sei
ppk29	FBgn0034965	ppk29
CG13563	FBgn0034966	CG13563
eEF5	FBgn0285952	eEF5
CR44814	unknown ID	-
RpL12	FBgn0034968	RpL12
RpL39	FBgn0023170	RpL39
Rap2l	FBgn0283666	Rap2l
yki	FBgn0034970	yki
CG3209	unknown ID	-
Mlp60A	FBgn0259209	Mlp60A
CG10339	FBgn0034972	CG10339
CG16786	FBgn0034974	CG16786
snama	FBgn0086129	snama
gek	FBgn0023081	gek
enok	FBgn0034975	enok
CG4049	FBgn0034976	CG4049
CG3253	FBgn0041706	CG3253
tamo	FBgn0041582	tamo
Zfrp8	FBgn0021875	Zfrp8
CG4065	FBgn0034982	Naa35
Dat	unknown ID	-
spag	FBgn0015544	spag
CG3328	FBgn0034985	CG3328
mRpS17	FBgn0034986	mRpS17
Nop60B	FBgn0259937	Nop60B
ocm	FBgn0266083	ocm
cN-IIIB	FBgn0034988	cN-IIIB
CG3356	FBgn0034989	CG3356
nord	FBgn0050418	nord
CG13575	FBgn0034996	CG13575
CG3376	FBgn0034997	CG3376
CG13577	FBgn0034998	CG13577
nvy	FBgn0005636	nvy
CG3394	unknown ID	-
betaTub60D	FBgn0003888	betaTub60D
slbo	FBgn0005638	slbo
bs	FBgn0004101	bs
CR44811	unknown ID	-
CG13578	FBgn0035000	CG13578
mAChR-A	FBgn0000037	mAChR-A
Slik	FBgn0035001	Slik
Rpn8	FBgn0002787	Rpn8
Letm1	FBgn0284252	Letm1
CG4612	FBgn0035016	CG4612
Brca2	FBgn0050169	Brca2
CG13585	FBgn0035020	CG13585
CG4622	FBgn0035021	CG4622
CG11413	FBgn0035022	CG11413
ITP	FBgn0035023	ITP
Nurf-38	FBgn0016687	Nurf-38
CG11414	FBgn0035024	CG11414
uri	FBgn0035025	uri
Fcp1	FBgn0035026	Fcp1
CG3511	FBgn0035027	CG3511
Start1	FBgn0035028	Start1
pio	FBgn0020521	pio
ATPsynF	FBgn0035032	ATPsynF
CG3548	FBgn0035033	CG3548
CG3570	unknown ID	-
CG4707	FBgn0035036	CG4707
CG42360	FBgn0259742	CG42360
CG42361	FBgn0259707	CG42361
CG4741	FBgn0035040	CG4741
Adck	unknown ID	-
CR43787	unknown ID	-
Cyp9c1	FBgn0015040	Cyp9c1
CG3663	FBgn0035044	CG3663
Cpr60D	FBgn0050163	Cpr60D
CG30161	FBgn0050161	CG30161
ND-19	FBgn0035046	ND-19
CG34214	FBgn0085243	CG34214
CG4806	FBgn0260456	CG4806
CG33228	FBgn0261373	CG33228
Pof	FBgn0035047	Pof
Mmp1	FBgn0035049	Mmp1
Mid1	FBgn0053988	Mid1
Usp15-31	FBgn0050421	Usp15-31
CG12848	FBgn0040666	CG12848
CG3894	FBgn0035059	CG3894
GstE12	FBgn0027590	GstE12
Eps-15	FBgn0035060	Eps-15
egg	FBgn0086908	egg
CR44067	unknown ID	-
Lcp9	FBgn0025578	Lcp9
CG3594	FBgn0035063	CG3594
TyrRS-m	FBgn0035064	TyrRS-m
CG3589	FBgn0035065	CG3589
key	FBgn0041205	key
Reg-5	FBgn0015801	Reg-5
CR43257	unknown ID	-
ETH	FBgn0028738	ETH
Orc4	FBgn0023181	Orc4
Dll	FBgn0000157	Dll
Atf-2	FBgn0265193	Atf-2
CG16896	FBgn0035073	CG16896
CG30423	FBgn0050423	CG30423
CG44247	FBgn0265182	CG44247
CR43466	unknown ID	-
NKAIN	FBgn0085442	NKAIN
Ance-5	FBgn0035076	Ance-5
NaCP60E	FBgn0085434	NaCP60E
Tpc2	FBgn0035078	Tpc2
CG9083	FBgn0035077	CG9083
RpL41	FBgn0066084	RpL41
pain	FBgn0060296	pain
CG30427	FBgn0043792	CG30427
CG3760	FBgn0022343	CG3760
CG2811	FBgn0035082	CG2811
Tina-1	FBgn0035083	Tina-1
CG15861	FBgn0035084	CG15861
CG3770	FBgn0035085	CG3770
CG2790	FBgn0027599	CG2790
CG12851	FBgn0035086	CG12851
CR44830	unknown ID	-
CG2765	FBgn0035087	CG2765
CG30424	FBgn0050424	CG30424
RpL19	FBgn0285950	RpL19
CG3776	FBgn0035088	CG3776
Phk-3	FBgn0035089	Phk-3
CG2736	FBgn0035090	CG2736
emp	FBgn0010435	emp
CG3829	FBgn0035091	CG3829
zip	FBgn0287873	zip
uzip	FBgn0004055	uzip
Nplp1	FBgn0035092	Nplp1
gol	FBgn0004919	gol
lov	FBgn0266129	lov
CG34038	FBgn0054038	CG34038
CG9380	FBgn0035094	CG9380
Kr	FBgn0001325	Kr
CG30428	FBgn0050428	CG30428
mthl8	FBgn0052475	mthl8
CG43149	FBgn0262679	CG43149
Lsp1gamma	FBgn0002564	Lsp1gamma
CR44510	unknown ID	-
CR44511	unknown ID	-
CR43150	unknown ID	-
CR43988	unknown ID	-
CG13405	FBgn0035097	CG13405
CG12483	FBgn0040688	CG12483
CR45401	unknown ID	-
CR45402	unknown ID	-
Pdk1	FBgn0020386	Pdk1
CR45805	unknown ID	-
CG6845	FBgn0035099	CG6845
p130CAS	FBgn0035101	p130CAS
CR43151	unknown ID	-
CG7049	FBgn0035102	CG7049
CR45806	unknown ID	-
Vdup1	FBgn0035103	Vdup1
CG13875	FBgn0035104	CG13875
Mkp	FBgn0083992	Mkp
Mtch	FBgn0027786	Mtch
rno	FBgn0035106	rno
mri	FBgn0035107	mri
Gk1	FBgn0025592	Gk1
NitFhit	FBgn0024945	NitFhit
CG13876	FBgn0035109	CG13876
CG7028	unknown ID	-
thoc7	FBgn0035110	thoc7
Dis3l2	FBgn0035111	Dis3l2
Kaz1-ORFB	FBgn0063923	Kaz1-ORFB
pyx	FBgn0035113	pyx
CG13877	FBgn0035112	CG13877
CG33229	FBgn0053229	CG33229
CR42862	FBgn0262109	lncRNA:CR42862
CG42846	FBgn0262035	CG42846
CG34454	FBgn0085483	CG34454
E(bx)	FBgn0000541	E(bx)
mthl14	FBgn0052476	mthl14
DIP2	FBgn0024806	DIP2
wac	FBgn0035120	wac
Tudor-SN	FBgn0035121	Tudor-SN
snoRNA:Tudor-SN-a	FBgn0263470	snoRNA:Tudor-SN-a
mRpL17	FBgn0035122	mRpL17
CG34263	FBgn0085292	CG34263
miple1	FBgn0027111	miple1
miple2	FBgn0029002	miple2
CG32845	FBgn0052845	CG32845
ttm2	FBgn0035124	ttm2
RhoGEF3	FBgn0264707	RhoGEF3
fwd	FBgn0004373	fwd
CG32344	FBgn0052344	CG32344
Atac3	FBgn0052343	Atac3
Ptpmeg	FBgn0261985	Ptpmeg
mthl9	FBgn0035131	mthl9
mthl10	FBgn0035132	mthl10
mth	FBgn0023000	mth
Cdc5	FBgn0265574	Cdc5
CG1233	FBgn0035137	CG1233
CG13891	FBgn0035139	CG13891
klar	FBgn0001316	klar
CR46002	unknown ID	-
CG34269	FBgn0085298	CG34269
CG17180	unknown ID	-
Cypl	FBgn0035141	Cypl
Hipk	FBgn0035142	Hipk
CR46249	unknown ID	-
CR45808	unknown ID	-
Ppm1	FBgn0035143	Ppm1
Kah	FBgn0035144	Kah
MED14	FBgn0035145	MED14
CG13893	FBgn0035146	CG13893
CR45807	unknown ID	-
Reg-2	FBgn0016715	Reg-2
CR44513	unknown ID	-
CR42719	FBgn0261636	lncRNA:CR42719
CG43337	FBgn0263042	CG43337
CR43334	FBgn0286827	lncRNA:CR43334
CR43423	unknown ID	-
Gale	FBgn0035147	Gale
CG3402	FBgn0035148	CG3402
MED30	FBgn0035149	MED30
Rev1	FBgn0035150	Rev1
CG17129	FBgn0035151	CG17129
CG3386	FBgn0035152	CG3386
ebd1	FBgn0035153	ebd1
CG3344	unknown ID	-
CG32483	FBgn0052483	CG32483
