BamHSbam_input_1	BamHSbam_input_2	BamHSbam_input_3	BamHSbam_input_4	BamHSbam_polysome_1	BamHSbam_polysome_2	BamHSbam_polysome_3	BamHSbam_polysome_4	BamRNAi_input_1	BamRNAi_input_2	BamRNAi_input_3	BamRNAi_polysome_1	BamRNAi_polysome_2	BamRNAi_polysome_3	TKV_input_1	TKV_input_2	TKV_polysome_1	TKV_polysome_2	youngWT_input_1	youngWT_input_2	youngWT_polysome_1	youngWT_polysome_2
286	419	568	2184	517	231	2098	1327	1107	457	1660	200	601	1889	638	433	433	197	1851	2849	862	1385
662	450	369	758	986	157	1130	1039	916	812	1327	1092	1645	1177	753	378	2196	748	604	1153	414	1665
317	224	207	386	468	61	1339	683	656	807	1534	616	1197	1656	475	271	1352	698	754	1839	827	3465
330	201	168	477	425	3	641	486	623	582	958	464	979	899	566	280	835	329	538	852	507	1948
79	49	0	21	64	0	129	30	15	174	19	0	387	245	4	7	1	1	41	437	0	543
506	560	708	954	934	85	2402	807	800	766	1177	155	1255	1445	468	542	888	462	420	1971	304	1154
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
561	862	1040	1065	1059	208	1252	1013	325	367	462	70	344	429	219	103	198	139	303	657	130	325
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
476	878	807	478	636	255	540	335	774	344	1086	22	181	446	197	115	53	0	315	535	10	74
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	8	5	28	0	0	4	1	5	5	0	7	0	0	0	0	6	0	0	0	8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
760	323	1128	234	2261	214	1220	152	1903	1481	1215	218	2158	611	338	585	293	278	506	369	597	972
0	0	0	0	0	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	0	0	3	0	0	0	1	4	0	2	0	0	0	4	4	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	450	472	421	829	228	511	995	745	802	948	92	1598	913	438	256	1008	446	298	492	399	733
282	223	204	421	621	61	657	581	352	450	750	139	584	512	340	168	357	215	416	580	315	680
643	676	540	1449	1043	216	2061	1145	663	584	887	70	792	1048	458	214	295	107	1085	1417	517	609
0	52	60	59	40	0	60	59	1	0	7	0	0	0	1	0	0	0	5	2	0	0
59	79	58	63	104	0	253	109	1	0	5	0	0	2	9	0	3	0	11	4	0	0
679	752	875	964	1637	160	2059	929	914	711	1307	187	808	1134	510	320	373	113	781	1046	354	526
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	137	0	174	0	9	32	1	9	105	7	0	25	1	44	0	18	0	24
0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	1	0	0
177	0	0	1	280	0	24	0	6	52	7	2	31	68	14	87	0	123	9	80	0	199
53	0	0	0	339	1	227	0	32	46	7	3	83	167	3	233	13	282	1	266	0	442
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	22	51	7	54	1	0	2	46	26	45	1	6	8	14	4	0	0	5	5	0	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
13	104	61	58	255	1	30	65	137	47	135	13	66	70	53	64	20	9	36	32	0	3
33	1	11	5	35	0	0	5	11	50	9	0	36	65	8	52	2	101	42	82	0	168
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0
1040	333	257	179	2292	131	333	135	1351	1850	1234	328	2511	514	433	493	632	544	170	275	170	669
94	132	66	95	118	0	42	112	152	153	253	79	187	130	109	95	65	91	43	94	0	224
89	140	108	339	236	0	174	265	161	191	382	80	274	377	143	99	322	133	226	553	214	476
690	560	417	933	1187	168	1352	852	656	595	1046	76	1195	1305	516	317	692	198	862	1915	393	899
135	85	106	616	193	103	400	335	171	95	293	15	158	186	118	59	22	7	168	262	1	76
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	8	0	0
0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0	0	0	13	0	0	353	6	8	0	4	7	6	45	0	57	0	71	0	88	1	62
0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	107	82	152	196	1	45	168	167	282	210	47	241	132	59	42	61	70	31	148	37	93
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	78	50	1251	112	8	2075	1276	205	240	319	67	363	1698	269	141	576	216	1359	3049	829	2185
0	0	0	3	0	0	0	2	0	1	0	0	0	3	4	1	0	0	6	9	0	18
1614	1259	1317	2693	3083	158	5174	2421	2535	2183	5970	899	3947	3859	1464	815	2042	992	1828	3665	1389	2775
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	12
45	142	87	212	423	60	223	292	235	345	416	575	438	441	153	96	476	154	182	291	296	673
23	12	5	40	221	0	18	49	54	43	101	20	91	48	38	10	50	6	3	34	9	61
0	0	0	1	0	0	0	1	6	2	7	0	0	70	13	15	45	0	0	211	0	754
0	12	0	0	29	0	0	2	2	1	2	0	0	27	4	11	28	16	2	39	0	215
101	86	60	55	242	3	183	82	558	357	946	291	634	438	499	172	938	195	21	16	14	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	3	4	0	0	15	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	339	198	140	326	0	119	147	190	195	219	3	203	78	52	89	24	6	58	84	92	36
0	0	4	1	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0
624	646	689	890	1343	145	1803	1009	980	1076	1675	182	1788	1707	644	432	1051	486	908	1643	777	1494
596	380	746	476	717	166	1654	407	1003	406	1779	72	374	973	384	227	123	22	817	946	86	187
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	11	0	0	0	0	0	1	2	0	1	0	0	0	4	1	0	0	0	2	0	0
0	0	9	0	0	0	0	2	0	0	3	0	0	0	1	1	0	0	0	0	0	0
217	260	251	876	589	103	1248	845	732	756	1266	221	1332	1313	718	358	1178	368	506	1441	272	1053
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
69	297	219	44	186	0	318	55	65	169	60	24	251	23	14	13	21	3	32	61	10	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449	643	778	1233	1124	58	1714	1957	912	780	1355	117	1173	1449	637	319	830	321	659	1476	233	1043
128	64	183	55	103	24	40	55	192	292	120	71	228	59	46	39	27	25	60	113	193	44
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3179	2068	2443	5251	6997	557	7130	5883	7818	8808	9341	6335	14903	10245	3632	2838	7372	3798	7911	14129	5390	17880
0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
50	0	38	7	0	0	70	11	32	19	24	1	32	26	9	9	26	7	0	54	0	20
0	0	2	3	0	0	125	3	65	0	18	0	0	135	0	3	0	0	2	258	37	3
0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
339	303	313	233	511	94	354	222	190	160	344	32	176	254	116	86	177	69	94	200	63	135
473	431	521	1613	2223	202	1555	1804	964	631	1133	332	1298	1203	576	345	933	251	742	1445	288	874
0	55	9	4	43	0	0	8	16	13	18	0	7	3	13	7	0	5	0	0	0	0
0	0	0	0	0	0	0	3	0	0	1	0	0	5	0	0	7	0	0	0	0	0
557	549	926	1039	1731	8	1638	864	1195	656	1530	130	1128	1220	667	388	299	146	791	1649	396	715
0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0
0	0	0	6	0	1	93	5	1	0	7	0	0	6	0	0	0	0	0	1	0	0
3307	3215	2840	5675	6270	1718	12909	3834	8644	7005	14999	1561	7693	9769	4732	2646	3654	2264	5581	13726	2688	7838
283	556	580	1915	966	15	1849	1584	794	306	1160	96	413	1338	523	343	321	110	1154	2311	289	828
537	688	655	1721	706	15	2155	1201	727	292	1122	35	353	1071	352	242	279	31	913	1775	177	496
0	19	5	18	33	0	0	13	5	0	7	0	0	1	0	0	0	0	8	2	0	0
14	0	14	5	58	0	99	10	21	24	16	10	18	18	10	5	0	6	10	18	0	11
0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	17	0	0	8	0	15
0	0	0	35	0	2	675	63	0	2	1	0	0	426	42	65	88	95	46	647	13	884
58	29	13	922	133	4	4184	634	8	15	9	32	49	3936	449	641	1275	741	1468	7832	1186	3661
939	2078	3127	779	2708	217	1646	757	1881	1486	1855	222	1033	487	448	553	194	81	359	278	2	101
33	22	0	6	8	0	0	7	7	0	6	0	0	3	1	0	0	0	0	2	0	0
877	990	1297	1582	2326	151	2041	1244	721	436	1677	75	560	1243	558	260	414	115	750	1561	404	754
1136	1329	1136	4337	2655	364	6601	4566	4966	3975	5888	2888	5851	5424	3578	2105	4893	2492	3769	6937	2430	7177
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	81	0	3	2	1	0	0	0	0	5	0	13	4	12	0	14
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
3997	4291	4177	3513	8127	1642	9017	7592	4977	6976	6039	2316	12795	6173	2842	2022	7059	5354	2936	6240	2820	10836
79	206	157	710	310	2	302	647	284	176	391	15	285	489	208	143	187	75	182	727	59	331
0	0	0	1	0	0	0	3	0	0	1	20	0	0	0	0	0	0	0	0	0	0
66	47	173	33	41	1	138	57	106	77	114	38	155	93	20	53	34	51	74	72	13	54
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1685	2699	2821	3015	2374	408	4815	1569	3317	1757	4856	297	1459	2491	1151	586	470	189	1760	2550	591	830
1000	1853	1078	1983	1537	497	7098	3277	2639	2655	4507	3184	4207	7901	2938	1635	6725	3540	4380	9303	4711	16615
624	582	632	1957	1614	110	2941	1808	1134	759	1951	171	1371	2076	714	436	845	321	1292	2829	486	1096
184	294	385	276	529	145	443	301	325	268	778	41	340	347	196	135	173	53	171	256	71	286
4489	4867	5454	11675	12203	1164	10586	10036	5983	5106	11011	1370	4773	10671	4294	2494	5708	1376	10916	14863	6787	11657
0	43	34	4	0	0	0	8	18	13	30	0	2	5	3	2	15	0	3	1	0	0
63	90	82	19	149	0	68	18	109	228	109	3	164	31	25	56	8	25	12	37	2	35
482	312	395	282	1280	138	982	763	797	1087	575	471	1666	457	280	265	476	316	100	291	108	718
0	22	37	4	8	0	121	8	9	12	21	0	17	29	0	9	0	8	1	10	0	10
1942	1592	2273	2826	3402	757	3855	2598	2148	1562	3742	417	2148	2704	1418	805	1474	433	1402	2215	682	1237
126	195	183	325	421	88	525	399	334	328	853	73	783	718	213	109	565	314	238	591	302	826
1297	1569	1957	5098	4205	370	6072	4745	3311	2992	4066	2223	3625	5285	2411	1432	4502	1517	5975	6918	3508	7515
0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	2	3	3	0	0	8	0	0	0	2	0	2	0	18
0	9	0	11	79	0	148	25	59	71	52	131	60	571	20	1509	128	3098	3	870	1	3323
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
713	178	159	431	612	78	425	402	317	368	372	25	462	605	154	127	252	108	353	899	287	546
2440	1864	3012	2876	3885	307	5256	2614	4153	4170	3323	925	1455	2357	1900	1449	2040	544	2577	3387	950	2559
306	212	276	338	676	60	731	551	374	404	818	790	720	834	250	174	1070	321	529	929	267	2429
67	49	86	194	440	0	267	293	165	153	262	32	152	185	77	50	110	58	101	191	69	178
0	0	0	4	0	0	1	1	0	4	2	0	0	2	0	3	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6792	6551	7007	10777	12429	1828	11550	9640	5336	4071	12636	1393	8393	9280	3613	2088	6490	3071	5630	10806	2880	7826
400	462	630	542	1077	239	721	700	246	255	552	103	461	669	131	85	346	186	211	589	228	554
160	113	88	137	117	1	72	178	85	169	273	76	219	255	73	61	238	120	83	162	88	238
220	278	100	579	459	101	335	818	301	232	455	132	448	771	353	172	597	120	638	1015	328	1378
706	595	604	576	95	2	856	206	446	339	658	7	61	1014	346	195	272	42	980	1596	133	728
28	0	10	27	0	0	13	3	2	2	31	1	0	47	12	1	0	4	24	58	0	39
0	6	15	21	74	0	0	5	7	22	18	0	12	16	7	1	0	0	18	32	0	13
0	0	7	12	0	0	0	3	11	7	15	0	0	18	4	3	0	5	16	30	0	0
0	0	0	4	0	0	0	0	3	0	6	0	0	0	1	0	0	2	1	5	0	3
527	247	186	420	644	54	772	581	417	411	910	414	1098	1067	304	213	527	418	488	1391	443	1827
22841	13092	15478	23923	29870	2451	40400	20875	34873	44315	42550	52730	27494	49571	35230	18368	55931	22666	45237	55295	37119	197709
21	0	45	6	0	0	0	3	4	0	3	4	2	1	1	1	0	5	0	0	0	0
2262	3402	3575	1622	4985	993	2118	1279	3754	3580	3993	419	3388	1208	1049	1325	926	475	589	544	314	259
989	643	817	2334	1318	10	2242	2483	1420	827	1721	377	2396	1728	1010	554	1484	620	1234	2035	852	1562
1001	873	1122	2048	2953	363	2673	1987	2542	1909	3208	697	3052	2740	1588	852	2998	755	1711	2129	1043	3391
520	183	399	2163	867	23	4054	2139	2283	2330	2773	1295	3776	3614	1670	845	2468	1192	1552	4608	1530	4012
1161	829	841	1278	2355	242	3118	2118	2269	2700	3486	2258	4852	4144	1779	839	5242	1456	1857	3856	2126	6612
425	337	351	923	832	226	1576	1130	1270	1395	1644	1101	2333	1571	747	500	1919	905	948	2002	428	2652
416	285	185	353	453	70	523	377	496	477	941	157	794	805	334	204	462	381	208	867	192	624
83	63	60	204	257	41	415	334	296	325	446	540	700	511	242	150	664	200	253	562	149	773
0	0	0	0	0	0	0	3	1	7	8	0	13	3	1	2	2	0	0	0	0	0
0	0	0	6	30	0	0	6	8	3	10	0	3	2	4	2	0	0	0	0	0	0
0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	16
0	0	0	0	0	0	0	0	0	1	5	0	6	0	5	0	0	0	0	0	0	0
863	1331	2382	1922	1983	801	1865	1087	797	542	1661	97	583	946	347	242	284	250	560	938	462	440
0	0	4	2	0	0	0	3	3	6	27	0	0	12	2	1	16	25	0	2	0	0
124	157	126	233	246	127	457	244	214	355	562	60	551	503	162	118	224	203	145	318	368	564
531	498	305	410	829	2	766	357	641	393	1037	160	834	897	465	260	427	308	916	1232	531	1433
258	528	283	621	522	154	2232	615	543	347	698	189	687	747	419	237	872	250	251	1179	221	1427
159	247	164	173	386	0	106	255	23	24	82	0	39	72	22	17	9	1	4	32	0	149
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617	325	202	680	443	81	656	695	420	304	889	98	579	871	345	164	220	180	476	980	309	971
319	229	197	645	346	135	1064	532	377	442	755	106	642	675	306	213	486	167	321	667	333	369
31	100	45	90	149	1	353	173	150	185	291	146	298	307	131	58	184	117	112	346	172	296
534	485	605	982	1110	12	1699	1150	1216	903	1606	175	1695	1472	912	522	1320	438	1053	1835	234	1074
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
948	581	686	1441	1615	75	1319	1794	1135	658	1324	161	1427	1274	540	344	686	190	782	1499	361	986
0	0	4	0	0	0	0	0	1	1	2	0	0	1	0	0	0	7	3	1	0	0
798	474	755	1573	1218	389	2547	1222	2015	1015	3950	281	1939	2024	1005	613	1020	543	1219	2061	646	1159
23016	17554	19889	28524	27865	3280	36729	15379	23716	38905	26795	19725	17195	31473	23084	13799	27876	13643	31131	35170	18797	65308
0	0	0	0	0	0	0	0	2	0	2	0	0	7	0	1	0	0	0	0	0	0
350	356	231	160	668	0	215	152	445	251	851	33	498	251	215	150	403	107	50	56	0	61
210	122	195	286	206	1	772	179	402	217	638	13	241	462	183	93	69	57	152	592	15	267
642	959	1025	1792	668	5	1588	936	1249	540	1719	79	556	896	546	276	215	114	819	1168	274	476
2417	3661	3567	7243	5295	1090	10047	4753	3990	1863	6700	617	3411	5587	2636	1484	2066	676	6268	7863	2404	4595
0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
1869	1779	2045	2231	4454	589	3082	1581	2409	2107	4031	408	2700	2509	1039	804	914	598	1115	2918	623	1490
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	11	47	2	0	6	2	16	1	0	2	148	6	10	13	2	101	158	124	276
0	0	10	0	82	0	0	1	29	7	5	11	67	16	6	11	34	2	14	24	26	67
0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	3	1	0	0
0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1861	2408	1812	13881	2849	710	13321	12632	5223	2979	10774	896	4107	12544	5703	2253	5313	1136	9992	17791	4333	7229
169	152	86	58	285	60	12	59	238	366	358	76	488	81	113	115	138	78	23	66	10	54
0	0	8	7	11	0	48	3	17	31	28	0	11	15	6	4	0	0	63	54	76	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	246	156	129	355	2	122	81	292	153	278	95	221	80	110	127	134	57	1	28	0	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289	246	558	258	645	6	417	226	716	381	743	129	569	220	166	208	280	96	106	141	39	80
0	19	0	13	30	0	0	6	9	0	10	0	0	0	1	5	1	0	0	1	0	0
586	720	588	1427	837	201	2383	995	537	481	938	123	458	935	498	239	148	201	480	1191	339	862
31843	23917	27113	34318	42806	6396	56353	30205	37401	53960	57660	38104	26787	51356	33086	18925	53577	20711	40577	55568	27516	84657
908	1124	889	1365	1822	1063	2284	1573	1051	1317	1876	363	2042	1704	748	438	1204	540	820	1585	304	1132
202	497	543	1053	1340	6	1429	1249	982	962	1126	145	981	1325	812	445	869	283	648	1536	270	857
83	0	27	13	100	0	246	11	16	40	20	0	8	46	3	5	55	14	11	49	66	55
36	23	0	10	0	0	0	8	0	4	2	0	0	11	0	0	0	0	3	5	0	0
463	526	500	390	754	240	330	444	311	233	608	64	689	557	161	72	280	163	115	343	48	316
555	707	851	2469	1592	65	3138	1988	1112	650	1913	275	1152	1805	735	536	1391	304	1533	2625	604	1613
1075	801	1414	1403	2013	252	2719	1097	3243	1565	5016	507	3102	1838	1192	878	1483	814	834	1640	352	690
1431	1647	1562	2911	3258	734	5566	3756	4047	3894	7175	2077	7305	7192	3347	1828	7099	2864	3916	7119	2887	8503
326	370	283	534	606	1	815	701	369	348	575	239	611	850	260	147	420	197	577	1033	580	1005
1847	2279	2274	1771	2965	302	2651	2319	1382	1573	2527	257	2270	1614	706	509	922	535	414	1272	300	1021
1679	1658	1931	2961	2500	120	4514	2443	1424	1127	2465	174	1310	1886	1085	423	691	233	1139	1893	284	900
3233	3060	2825	6024	5401	1077	12083	4709	5739	4472	12741	2299	8694	11873	3851	2425	7435	4193	6057	13420	4676	13936
0	39	26	23	38	0	45	27	27	37	52	0	48	37	10	12	19	20	8	50	0	73
2714	2638	2579	38656	3349	410	34931	21045	4866	4033	8949	1333	4624	27858	9415	3442	5920	2900	24457	49491	10928	23221
1068	1710	1585	1512	2052	196	1397	981	1268	824	2179	186	1261	1164	604	361	436	199	1074	1128	621	617
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
686	978	1282	878	1642	193	2352	932	1552	1402	2674	365	2317	1265	684	523	657	301	448	851	319	416
683	343	605	336	724	402	1226	744	547	713	693	365	1109	675	426	319	854	391	214	501	238	1102
35	27	47	21	161	0	1	15	50	34	79	5	52	19	18	14	12	5	2	1	0	0
2220	2921	3877	2691	5118	1285	5584	2960	2170	2158	4355	838	4688	3167	1159	747	1864	1584	665	1999	587	1772
1390	1283	1251	1393	1952	309	2383	896	1015	731	1448	67	859	1120	592	342	155	45	754	1483	174	555
891	738	733	900	2086	512	2081	928	1152	1042	2805	482	2028	1432	538	394	718	345	611	1272	302	810
904	1003	985	511	1087	128	1093	702	610	513	1775	173	1263	962	199	122	427	543	153	537	148	516
723	708	838	867	1468	102	1943	943	745	752	1239	131	1659	1213	429	253	580	496	263	1152	121	535
183	180	158	582	338	41	765	535	465	406	906	71	737	780	317	177	362	152	279	911	69	494
428	106	298	371	388	112	885	319	280	258	460	27	489	624	163	101	233	122	369	770	353	592
92	295	297	678	545	42	2065	788	645	564	1088	265	976	1293	476	287	888	313	906	1698	798	1630
1	0	53	98	19	0	73	92	40	53	105	41	84	166	58	20	57	38	83	182	46	403
597	1118	1263	2594	2245	78	2433	1762	1383	863	1903	204	880	1310	799	499	462	143	1298	1709	348	718
0	0	0	5	30	0	67	5	22	8	14	0	32	34	2	3	9	0	14	28	20	29
3265	3663	4673	9904	5493	310	5927	8463	5795	1865	8564	725	2769	5620	2654	1544	1697	1006	6070	8244	1785	3311
0	0	0	1	0	0	0	2	0	2	2	0	0	0	0	6	0	0	0	2	0	0
714	692	749	879	825	233	1080	836	974	711	1671	146	1167	1107	390	284	372	266	617	744	345	711
0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
7	59	12	46	0	1	32	57	17	5	7	0	6	22	25	8	0	2	0	37	0	27
964	785	657	1711	1308	7	2147	1703	1184	1060	2131	533	2073	1947	773	544	1499	678	1321	2335	483	2030
1245	1007	1156	682	2358	672	1368	536	1871	2055	1581	1720	3316	771	809	781	1426	1019	382	463	277	1003
1296	1464	1159	1720	2730	289	2920	2284	1763	1949	3829	1384	4441	3226	1456	862	2575	1442	1579	2635	1085	3852
31	173	146	17	92	1	1	30	27	24	48	0	20	29	10	7	25	10	8	11	0	1
253	362	457	667	1047	180	702	832	645	683	1017	173	1197	1116	469	213	662	310	411	1105	191	911
1278	842	980	3326	2489	520	3894	2792	3190	2075	6590	963	4680	4652	2027	1436	3030	2073	2242	5789	1178	4117
1599	1232	1083	2612	2472	517	2753	1650	2393	2152	3389	375	2453	2604	1727	954	1234	574	2087	3672	881	2527
1230	1344	1637	803	1884	269	1000	552	1058	1014	1447	217	942	534	405	354	183	117	266	333	51	292
0	29	0	15	0	0	118	26	5	2	11	0	5	9	6	5	0	9	3	8	0	44
1217	1316	1009	5938	1444	453	8405	4114	2869	1454	6532	400	2746	5207	2188	1233	2328	952	2853	7447	1210	2670
17	105	137	57	0	130	151	57	88	59	186	0	56	78	26	14	6	15	2	32	0	1
459	537	585	962	1197	357	922	1895	860	857	935	228	1304	1421	696	421	1105	351	1237	1843	951	1924
476	1066	1058	2047	645	231	1307	1279	984	526	1311	90	500	971	472	187	158	48	782	1073	183	384
357	490	580	715	909	5	939	750	971	911	1604	183	1794	1187	524	355	813	492	444	878	105	500
1121	1136	1020	850	1375	425	2217	949	935	953	1537	318	1710	1249	446	328	920	483	402	1166	366	826
1427	1412	1167	1323	2141	240	1459	2732	982	1007	1902	510	2159	1948	785	435	1851	698	1001	1757	1037	2885
0	57	14	44	45	1	25	69	129	47	139	12	62	105	15	2	39	14	50	51	0	44
0	18	15	2	0	0	0	0	1	0	5	0	0	3	0	2	0	0	0	0	0	10
264	222	229	241	293	232	705	140	546	490	1542	103	635	825	590	248	603	271	448	972	103	652
